,Reputation,Views,UpVotes,DownVotes,Age,Score,ViewCount,AnswerCount,CommentCount,FavoriteCount
6792,44152,7357.0,,,55.0,,,,,
6793,44152,7357.0,,,55.0,,,,,
6794,44152,7357.0,,,55.0,,,,,
6795,44152,7357.0,,,55.0,,,,,
6796,44152,7357.0,,,55.0,,,,,
6797,44152,7357.0,,,55.0,,,,,
6798,44152,7357.0,,,55.0,,,,,
6799,44152,7357.0,,,55.0,,,,,
6800,44152,7357.0,,,55.0,,,,,
6801,44152,7357.0,,,55.0,,,,,
6802,44152,7357.0,,,55.0,,,,,
6803,44152,7357.0,,,55.0,,,,10.0,
6804,44152,7357.0,,,55.0,,,,,
6805,44152,7357.0,,,55.0,,,,,
6806,44152,7357.0,,,55.0,,,,,
6807,44152,7357.0,,,55.0,,,,,
6808,44152,7357.0,,,55.0,,,,,
6809,44152,7357.0,,,55.0,,,,,
6810,44152,7357.0,,,55.0,,,,,
6811,44152,7357.0,,,55.0,,,,,
6812,44152,7357.0,,,55.0,,,,,
6813,44152,7357.0,,,55.0,,,,,
6814,44152,7357.0,,,55.0,,,,,
6815,44152,7357.0,,,55.0,22.0,,,,
6816,44152,7357.0,,,55.0,,,,,
6817,44152,7357.0,,,55.0,,,,,
6818,44152,7357.0,,,55.0,,,,,
6819,44152,7357.0,,,55.0,,,,,
6820,44152,7357.0,,,55.0,,,,,
6821,44152,7357.0,,,55.0,,,,,
6822,44152,7357.0,,,55.0,,,,,
6823,44152,7357.0,,,55.0,,,,,
6824,44152,7357.0,,,55.0,,,,,
6825,44152,7357.0,,,55.0,,,,,
6826,44152,7357.0,,,55.0,,,,,
6827,44152,7357.0,,,55.0,,,,,
6828,44152,7357.0,,,55.0,,,,,
6829,44152,7357.0,,,55.0,,,,,
6830,44152,7357.0,,,55.0,,,,10.0,
6831,44152,7357.0,,,55.0,,,,,
6832,44152,7357.0,,,55.0,,,,,
6833,44152,7357.0,,,55.0,,,,,
6834,44152,7357.0,,,55.0,,,,,
6835,44152,7357.0,,,55.0,,,,,
6836,44152,7357.0,,,55.0,,,,,
6837,44152,7357.0,,,55.0,,,,,
6838,44152,7357.0,,,55.0,,,,,
6839,44152,7357.0,,,55.0,,,,,
6840,44152,7357.0,,,55.0,,,,,
6841,44152,7357.0,,,55.0,,,,,
6842,44152,7357.0,,,55.0,,,,,
6843,44152,7357.0,,,55.0,,,,,
6844,44152,7357.0,,,55.0,,,,,
6845,44152,7357.0,,,55.0,,,,,
6846,44152,7357.0,,,55.0,,,,,
6847,44152,7357.0,,,55.0,,,,,
6848,44152,7357.0,,,55.0,,,,,
6849,44152,7357.0,,,55.0,,,,,
6850,44152,7357.0,,,55.0,,,,,
6851,44152,7357.0,,,55.0,,,,,
6852,44152,7357.0,,,55.0,,,,,
6853,44152,7357.0,,,55.0,,,,,
6854,44152,7357.0,,,55.0,,,,,
6855,44152,7357.0,,,55.0,,,,,
6856,44152,7357.0,,,55.0,,,,,
6857,44152,7357.0,,,55.0,,,,,
6858,44152,7357.0,,,55.0,,,,,
6859,44152,7357.0,,,55.0,,,,,
6860,44152,7357.0,,,55.0,33.0,,14.0,8.0,24.0
6861,44152,7357.0,,,55.0,,,,,
6862,44152,7357.0,,,55.0,,,,,
6863,44152,7357.0,,,55.0,,,,,
6864,44152,7357.0,,,55.0,,,,,
6865,44152,7357.0,,,55.0,,,,,
6866,44152,7357.0,,,55.0,,,,,
6867,44152,7357.0,,,55.0,,,,,
6868,44152,7357.0,,,55.0,,,,,
6869,44152,7357.0,,,55.0,,,,,
6870,44152,7357.0,,,55.0,,,,,
6871,44152,7357.0,,,55.0,,,,,
6872,44152,7357.0,,,55.0,,,,,
6873,44152,7357.0,,,55.0,,,,,
6874,44152,7357.0,,,55.0,,,,,
6875,44152,7357.0,,,55.0,,,,,
6876,44152,7357.0,,,55.0,,,,,
6877,44152,7357.0,,,55.0,,,,,
6878,44152,7357.0,,,55.0,,,,,
6879,44152,7357.0,,,55.0,,,,,
6880,44152,7357.0,,,55.0,,,,,
6881,44152,7357.0,,,55.0,,,,,
6882,44152,7357.0,,,55.0,,,,,
6883,44152,7357.0,,,55.0,,,,,
6884,44152,7357.0,,,55.0,,,,,
6885,44152,7357.0,,,55.0,,,,,
6886,44152,7357.0,,,55.0,,,,,
6887,44152,7357.0,,,55.0,,,,,
6888,44152,7357.0,,,55.0,,,,,
6889,44152,7357.0,,,55.0,,,,,
6890,44152,7357.0,,,55.0,,,,,
6891,44152,7357.0,,,55.0,,,,,
6892,44152,7357.0,,,55.0,,,,,
6893,44152,7357.0,,,55.0,,,,,
6894,44152,7357.0,,,55.0,,,,,
6895,44152,7357.0,,,55.0,18.0,,,,
6896,44152,7357.0,,,55.0,,,,,
6897,44152,7357.0,,,55.0,,,,,
6898,44152,7357.0,,,55.0,,,,,
6899,44152,7357.0,,,55.0,,,,,
6900,44152,7357.0,,,55.0,,,,,
6901,44152,7357.0,,,55.0,,,,,
6902,44152,7357.0,,,55.0,,,,,
6903,44152,7357.0,,,55.0,,,,,
6904,44152,7357.0,,,55.0,,,,,
6905,44152,7357.0,,,55.0,,,,,
6906,44152,7357.0,,,55.0,,,,,
6907,44152,7357.0,,,55.0,,,,,
6908,44152,7357.0,,,55.0,,,,,
6909,44152,7357.0,,,55.0,,,,,
6910,44152,7357.0,,,55.0,,,,,
6911,44152,7357.0,,,55.0,,,,10.0,
6912,44152,7357.0,,,55.0,,,,,
6913,44152,7357.0,,,55.0,22.0,,,,
6914,44152,7357.0,,,55.0,,,,,
6915,44152,7357.0,,,55.0,,,,,
6916,44152,7357.0,,,55.0,,,,,
6917,44152,7357.0,,,55.0,,,,,
6918,44152,7357.0,,,55.0,,,,,
6919,44152,7357.0,,,55.0,,,,,
6920,44152,7357.0,,,55.0,,,,,
6921,44152,7357.0,,,55.0,,,,,
6922,44152,7357.0,,,55.0,,,,,
6923,44152,7357.0,,,55.0,,,,14.0,
6924,44152,7357.0,,,55.0,,,,,
6925,44152,7357.0,,,55.0,,,,,
6926,44152,7357.0,,,55.0,,,,,
6927,44152,7357.0,,,55.0,,,,,
6928,44152,7357.0,,,55.0,,,,,
6929,44152,7357.0,,,55.0,,,,,
6930,44152,7357.0,,,55.0,,,,,
6931,44152,7357.0,,,55.0,,,,,
6932,44152,7357.0,,,55.0,,,,,
6933,44152,7357.0,,,55.0,,,,,
6934,44152,7357.0,,,55.0,,,,,
6935,44152,7357.0,,,55.0,,,,,
6936,44152,7357.0,,,55.0,,,,,
6937,44152,7357.0,,,55.0,,,,,
6938,44152,7357.0,,,55.0,,,,,
6939,44152,7357.0,,,55.0,,,,,
6940,44152,7357.0,,,55.0,,,,,
6941,44152,7357.0,,,55.0,,,,,
6942,44152,7357.0,,,55.0,,,,,
6943,44152,7357.0,,,55.0,,,,,
6944,44152,7357.0,,,55.0,,,,,
6945,44152,7357.0,,,55.0,16.0,,,,
6946,44152,7357.0,,,55.0,,,,,
6947,44152,7357.0,,,55.0,13.0,,,,
6948,44152,7357.0,,,55.0,,,,,
6949,44152,7357.0,,,55.0,,,,,
6950,44152,7357.0,,,55.0,,,,,
6951,44152,7357.0,,,55.0,,,,,
6952,44152,7357.0,,,55.0,,,,,
6953,44152,7357.0,,,55.0,,,,,
6954,44152,7357.0,,,55.0,,,,10.0,
6955,44152,7357.0,,,55.0,,,,,
6956,44152,7357.0,,,55.0,,,,,
6957,44152,7357.0,,,55.0,,,,,
6958,44152,7357.0,,,55.0,,,,,
6959,44152,7357.0,,,55.0,,,,,
6960,44152,7357.0,,,55.0,,,,,
6961,44152,7357.0,,,55.0,,,,,
6962,44152,7357.0,,,55.0,,,,12.0,
6963,44152,7357.0,,,55.0,,,,,
6964,44152,7357.0,,,55.0,,,,,
6965,44152,7357.0,,,55.0,,,,,
6966,44152,7357.0,,,55.0,,,,,
6967,44152,7357.0,,,55.0,,,,,
6968,44152,7357.0,,,55.0,,,,,
6969,44152,7357.0,,,55.0,,,,,
6970,44152,7357.0,,,55.0,,,,,
6971,44152,7357.0,,,55.0,,,,,
6972,44152,7357.0,,,55.0,,,,,
6973,44152,7357.0,,,55.0,,,,,
6974,44152,7357.0,,,55.0,,,,,
6975,44152,7357.0,,,55.0,,,,,
6976,44152,7357.0,,,55.0,,,,,
6977,44152,7357.0,,,55.0,,,,,
6978,44152,7357.0,,,55.0,,,,,
6979,44152,7357.0,,,55.0,,,,,
6980,44152,7357.0,,,55.0,,,,,
6981,44152,7357.0,,,55.0,,,,,
6982,44152,7357.0,,,55.0,,,,,
6983,44152,7357.0,,,55.0,,,,13.0,
6984,44152,7357.0,,,55.0,,,,,
6985,44152,7357.0,,,55.0,,,,,
6986,44152,7357.0,,,55.0,,,,,
6987,44152,7357.0,,,55.0,,,,,
6988,44152,7357.0,,,55.0,,,,,
6989,44152,7357.0,,,55.0,,,,,
6990,44152,7357.0,,,55.0,,,,,
6991,44152,7357.0,,,55.0,,,,,
6992,44152,7357.0,,,55.0,,,,,
6993,44152,7357.0,,,55.0,,,,,
6994,44152,7357.0,,,55.0,,,,,
6995,44152,7357.0,,,55.0,,,,,
6996,44152,7357.0,,,55.0,,,,,
6997,44152,7357.0,,,55.0,,,,,
6998,44152,7357.0,,,55.0,,,,,
6999,44152,7357.0,,,55.0,,,,,
7000,44152,7357.0,,,55.0,,,,,
7001,44152,7357.0,,,55.0,,,,,
7002,44152,7357.0,,,55.0,,,,,
7003,44152,7357.0,,,55.0,,,,,
7004,44152,7357.0,,,55.0,,,,,
7005,44152,7357.0,,,55.0,,,,,
7006,44152,7357.0,,,55.0,,,,,
7007,44152,7357.0,,,55.0,,,,,
7008,44152,7357.0,,,55.0,,,,11.0,
7009,44152,7357.0,,,55.0,,,,,
7010,44152,7357.0,,,55.0,,,,,
7011,44152,7357.0,,,55.0,,,,,
7012,44152,7357.0,,,55.0,,,,,
7013,44152,7357.0,,,55.0,,,,,
7014,44152,7357.0,,,55.0,,,,,
7015,44152,7357.0,,,55.0,,,,,
7016,44152,7357.0,,,55.0,,,,,
7017,44152,7357.0,,,55.0,,,,,
7018,44152,7357.0,,,55.0,,,,,
7019,44152,7357.0,,,55.0,,,,,
7020,44152,7357.0,,,55.0,,,,,
7021,44152,7357.0,,,55.0,,,,,
7022,44152,7357.0,,,55.0,,,,,
7023,44152,7357.0,,,55.0,,,,,
7024,44152,7357.0,,,55.0,,,,,
7025,44152,7357.0,,,55.0,,,,,
7026,44152,7357.0,,,55.0,,,,,
7027,44152,7357.0,,,55.0,,,,,
7028,44152,7357.0,,,55.0,,,,,
7029,44152,7357.0,,,55.0,,,,,
7030,44152,7357.0,,,55.0,,,,,
7031,44152,7357.0,,,55.0,,,,,
7032,44152,7357.0,,,55.0,,,,,
7033,44152,7357.0,,,55.0,,,,13.0,
7034,44152,7357.0,,,55.0,,,,,
7035,44152,7357.0,,,55.0,,,,11.0,
7036,44152,7357.0,,,55.0,,,,,
7037,44152,7357.0,,,55.0,,,,,
7038,44152,7357.0,,,55.0,,,,,
7039,44152,7357.0,,,55.0,,,,,
7040,44152,7357.0,,,55.0,,,,,
7041,44152,7357.0,,,55.0,,,,,
7042,44152,7357.0,,,55.0,,,,,
7043,44152,7357.0,,,55.0,,,,,
7044,44152,7357.0,,,55.0,,,,,
7045,44152,7357.0,,,55.0,,,,,
7046,44152,7357.0,,,55.0,,,,,
7047,44152,7357.0,,,55.0,14.0,,,,
7048,44152,7357.0,,,55.0,,,,,
7049,44152,7357.0,,,55.0,,,,,
7050,44152,7357.0,,,55.0,,,,,
7051,44152,7357.0,,,55.0,,,,,
7052,44152,7357.0,,,55.0,,,,,
7053,44152,7357.0,,,55.0,,,,,
7054,44152,7357.0,,,55.0,,,,,
7055,44152,7357.0,,,55.0,,,,,
7056,44152,7357.0,,,55.0,,,,,
7057,44152,7357.0,,,55.0,,,,,
7058,44152,7357.0,,,55.0,,,,,
7059,44152,7357.0,,,55.0,,,,,
7060,44152,7357.0,,,55.0,,,,,
7061,44152,7357.0,,,55.0,,,,,
7062,44152,7357.0,,,55.0,,,,,
7063,44152,7357.0,,,55.0,,,,,
7064,44152,7357.0,,,55.0,,,,,
7065,44152,7357.0,,,55.0,,,,,
7066,44152,7357.0,,,55.0,,,,,
7067,44152,7357.0,,,55.0,,,,,
7068,44152,7357.0,,,55.0,,,,,
7069,44152,7357.0,,,55.0,,,,,
7070,44152,7357.0,,,55.0,,,,,
7071,44152,7357.0,,,55.0,,,,,
7072,44152,7357.0,,,55.0,,,,,
7073,44152,7357.0,,,55.0,,,,,
7074,44152,7357.0,,,55.0,,,,,
7075,44152,7357.0,,,55.0,,,,,
7076,44152,7357.0,,,55.0,,,,,
7077,44152,7357.0,,,55.0,13.0,,,,
7078,44152,7357.0,,,55.0,,,,,
7079,44152,7357.0,,,55.0,,,,,
7080,44152,7357.0,,,55.0,,,,,
7081,44152,7357.0,,,55.0,,,,9.0,
7082,44152,7357.0,,,55.0,,,,,
7083,44152,7357.0,,,55.0,,,,,
7084,44152,7357.0,,,55.0,,,,,
7085,44152,7357.0,,,55.0,,,,,
7086,44152,7357.0,,,55.0,,,,,
7087,44152,7357.0,,,55.0,,,,,
7088,44152,7357.0,,,55.0,,,,8.0,
7089,44152,7357.0,,,55.0,,,,,
7090,44152,7357.0,,,55.0,,,,,
7091,44152,7357.0,,,55.0,,,,8.0,
7092,44152,7357.0,,,55.0,,,,,
7093,44152,7357.0,,,55.0,,,,,
7094,44152,7357.0,,,55.0,,,,,
7095,44152,7357.0,,,55.0,,,,,
7096,44152,7357.0,,,55.0,,,,,
7097,44152,7357.0,,,55.0,,,,,
7098,44152,7357.0,,,55.0,,,,,
7099,44152,7357.0,,,55.0,,,,,
7100,44152,7357.0,,,55.0,,,,,
7101,44152,7357.0,,,55.0,,,,,
7102,44152,7357.0,,,55.0,,,,,
7103,44152,7357.0,,,55.0,,,,21.0,
7104,44152,7357.0,,,55.0,,,,,
7105,44152,7357.0,,,55.0,,,,,
7106,44152,7357.0,,,55.0,,,,,
7107,44152,7357.0,,,55.0,,,,,
7108,44152,7357.0,,,55.0,,,,,
7109,44152,7357.0,,,55.0,21.0,,5.0,,
7110,44152,7357.0,,,55.0,,,,,
7111,44152,7357.0,,,55.0,,,,,
7112,44152,7357.0,,,55.0,,,,,
7113,44152,7357.0,,,55.0,,,,,
7114,44152,7357.0,,,55.0,,,,,
7115,44152,7357.0,,,55.0,,,,,
7116,44152,7357.0,,,55.0,,,,,
7117,44152,7357.0,,,55.0,,,,,
7118,44152,7357.0,,,55.0,,,,,
7119,44152,7357.0,,,55.0,,,,,
7120,44152,7357.0,,,55.0,,,,,
7121,44152,7357.0,,,55.0,,,,,
7122,44152,7357.0,,,55.0,,,,,
7123,44152,7357.0,,,55.0,,,,,
7124,44152,7357.0,,,55.0,,,,,
7125,44152,7357.0,,,55.0,,,,,
7126,44152,7357.0,,,55.0,,,,,
7127,44152,7357.0,,,55.0,,,,,
7128,44152,7357.0,,,55.0,,,,,
7129,44152,7357.0,,,55.0,,,,,
7130,44152,7357.0,,,55.0,,,,,
7131,44152,7357.0,,,55.0,,,,,
7132,44152,7357.0,,,55.0,,,,,
7133,44152,7357.0,,,55.0,,,,,
7134,44152,7357.0,,,55.0,,,,,
7135,44152,7357.0,,,55.0,,,,,
7136,44152,7357.0,,,55.0,,,,,
7137,44152,7357.0,,,55.0,,,,,
7138,44152,7357.0,,,55.0,,,,,
7139,44152,7357.0,,,55.0,,,,,
7140,44152,7357.0,,,55.0,,,,,
7141,44152,7357.0,,,55.0,,,,,
7142,44152,7357.0,,,55.0,,,,,
7143,44152,7357.0,,,55.0,,,,,
7144,44152,7357.0,,,55.0,,,,,
7145,44152,7357.0,,,55.0,,,,,
7146,44152,7357.0,,,55.0,,,,,
7147,44152,7357.0,,,55.0,,,,,
7148,44152,7357.0,,,55.0,,,,,
7149,44152,7357.0,,,55.0,,,,,
7150,44152,7357.0,,,55.0,,,,,
7151,44152,7357.0,,,55.0,,,,,
7152,44152,7357.0,,,55.0,,,,,
7153,44152,7357.0,,,55.0,,,,,
7154,44152,7357.0,,,55.0,,,,,
7155,44152,7357.0,,,55.0,,,,,
7156,44152,7357.0,,,55.0,,,,,
7157,44152,7357.0,,,55.0,,,,,
7158,44152,7357.0,,,55.0,,,,,
7159,44152,7357.0,,,55.0,,,,,
7160,44152,7357.0,,,55.0,,,,,
7161,44152,7357.0,,,55.0,,,,,
7162,44152,7357.0,,,55.0,,,,,
7163,44152,7357.0,,,55.0,,,,,
7164,44152,7357.0,,,55.0,,,,,
7165,44152,7357.0,,,55.0,,,,,
7166,44152,7357.0,,,55.0,,,,8.0,
7167,44152,7357.0,,,55.0,,,,,
7168,44152,7357.0,,,55.0,,,,9.0,
7169,44152,7357.0,,,55.0,,,,,
7170,44152,7357.0,,,55.0,,,,,
7171,44152,7357.0,,,55.0,,,,,
7172,44152,7357.0,,,55.0,,,,,
7173,44152,7357.0,,,55.0,,,,,
7174,44152,7357.0,,,55.0,,,,,
7175,44152,7357.0,,,55.0,,,,,
7176,44152,7357.0,,,55.0,,,,,
7177,44152,7357.0,,,55.0,,,,,
7178,44152,7357.0,,,55.0,,,,,
7179,44152,7357.0,,,55.0,,,,,
7180,44152,7357.0,,,55.0,,,,,
7181,44152,7357.0,,,55.0,,,,,
7182,44152,7357.0,,,55.0,,,,,
7183,44152,7357.0,,,55.0,,,,,
7184,44152,7357.0,,,55.0,,,,,
7185,44152,7357.0,,,55.0,,,,,
7186,44152,7357.0,,,55.0,,,,,
7187,44152,7357.0,,,55.0,,,,,
7188,44152,7357.0,,,55.0,,,,,
7189,44152,7357.0,,,55.0,,,,,
7190,44152,7357.0,,,55.0,,,,,
7191,44152,7357.0,,,55.0,,,,,
7192,44152,7357.0,,,55.0,,,,,
7193,44152,7357.0,,,55.0,,,,,
7194,44152,7357.0,,,55.0,,,,,
7195,44152,7357.0,,,55.0,,,,,
7196,44152,7357.0,,,55.0,,,,,
7197,44152,7357.0,,,55.0,,,,9.0,
7198,44152,7357.0,,,55.0,,,,,
7199,44152,7357.0,,,55.0,,,,,
7200,44152,7357.0,,,55.0,,,,,
7201,44152,7357.0,,,55.0,,,,,
7202,44152,7357.0,,,55.0,,,,,
7203,44152,7357.0,,,55.0,,,,,
7204,44152,7357.0,,,55.0,,,,,
7205,44152,7357.0,,,55.0,,,,,
7206,44152,7357.0,,,55.0,,,,8.0,
7207,44152,7357.0,,,55.0,,,,,
7208,44152,7357.0,,,55.0,,,,,
7209,44152,7357.0,,,55.0,,,,,
7210,44152,7357.0,,,55.0,,,,,
7211,44152,7357.0,,,55.0,,,,,
7212,44152,7357.0,,,55.0,,,,,
7213,44152,7357.0,,,55.0,,,,,
7214,44152,7357.0,,,55.0,,,,,
7215,44152,7357.0,,,55.0,,,,,
7216,44152,7357.0,,,55.0,,,,,
7217,44152,7357.0,,,55.0,,,,,
7218,44152,7357.0,,,55.0,,,,,
7219,44152,7357.0,,,55.0,,,,,
7220,44152,7357.0,,,55.0,,,,,
7221,44152,7357.0,,,55.0,,,,,
7222,44152,7357.0,,,55.0,,,,,
7223,44152,7357.0,,,55.0,,,,,
7224,44152,7357.0,,,55.0,,,,,
7225,44152,7357.0,,,55.0,,,,,
7226,44152,7357.0,,,55.0,,,,,
7227,44152,7357.0,,,55.0,,,,,
7228,44152,7357.0,,,55.0,,,,,
7229,44152,7357.0,,,55.0,,,,,
7230,44152,7357.0,,,55.0,,,,,
7231,44152,7357.0,,,55.0,,,,,
7232,44152,7357.0,,,55.0,,,,,
7233,44152,7357.0,,,55.0,,,,,
7234,44152,7357.0,,,55.0,,,,,
7235,44152,7357.0,,,55.0,,,,,
7236,44152,7357.0,,,55.0,,,,,
7237,44152,7357.0,,,55.0,,,,,
7238,44152,7357.0,,,55.0,,,,,
7239,44152,7357.0,,,55.0,,,,,
7240,44152,7357.0,,,55.0,,,,,
7241,44152,7357.0,,,55.0,,,,,
7242,44152,7357.0,,,55.0,,,,,
7243,44152,7357.0,,,55.0,,,,,
7244,44152,7357.0,,,55.0,,,,,
7245,44152,7357.0,,,55.0,,,,,
7246,44152,7357.0,,,55.0,,,,,
7247,44152,7357.0,,,55.0,,,,,
7248,44152,7357.0,,,55.0,,,,,
7249,44152,7357.0,,,55.0,,,,,
7250,44152,7357.0,,,55.0,,,,,
7251,44152,7357.0,,,55.0,,,,,
7252,44152,7357.0,,,55.0,,,,,
7253,44152,7357.0,,,55.0,,,,,
7254,44152,7357.0,,,55.0,,,,,
7255,44152,7357.0,,,55.0,,,,,
7256,44152,7357.0,,,55.0,,,,,
7257,44152,7357.0,,,55.0,,,,,
7258,44152,7357.0,,,55.0,,,,,
7259,44152,7357.0,,,55.0,,,,,
7260,44152,7357.0,,,55.0,,,,,
7261,44152,7357.0,,,55.0,,,,,
7262,44152,7357.0,,,55.0,,,,,
7263,44152,7357.0,,,55.0,,,,,
7264,44152,7357.0,,,55.0,,,,,
7265,44152,7357.0,,,55.0,,,,,
7266,44152,7357.0,,,55.0,,,,,
7267,44152,7357.0,,,55.0,,,,,
7268,44152,7357.0,,,55.0,,,,,
7269,44152,7357.0,,,55.0,,,,,
7270,44152,7357.0,,,55.0,,,,,
7271,44152,7357.0,,,55.0,,,,,
7272,44152,7357.0,,,55.0,,,,,
7273,44152,7357.0,,,55.0,,,,,
7274,44152,7357.0,,,55.0,,,,,
7275,44152,7357.0,,,55.0,,,,,
7276,44152,7357.0,,,55.0,,,,,
7277,44152,7357.0,,,55.0,,,,,
7278,44152,7357.0,,,55.0,,,,,
7279,44152,7357.0,,,55.0,,,,,
7280,44152,7357.0,,,55.0,,,,,
7281,44152,7357.0,,,55.0,,,,,
7282,44152,7357.0,,,55.0,,,,,
7283,44152,7357.0,,,55.0,,,,,
7284,44152,7357.0,,,55.0,,,,,
7285,44152,7357.0,,,55.0,,,,,
7286,44152,7357.0,,,55.0,,,,,
7287,44152,7357.0,,,55.0,,,,,
7288,44152,7357.0,,,55.0,,,,,
7289,44152,7357.0,,,55.0,,,,,
7290,44152,7357.0,,,55.0,,,,,
7291,44152,7357.0,,,55.0,,,,,
7292,44152,7357.0,,,55.0,,,,,
7293,44152,7357.0,,,55.0,,,,,
7294,44152,7357.0,,,55.0,,,,,
7295,44152,7357.0,,,55.0,,,,,
7296,44152,7357.0,,,55.0,,,,,
7297,44152,7357.0,,,55.0,,,,,
7298,44152,7357.0,,,55.0,,,,,
7299,44152,7357.0,,,55.0,,,,,
7300,44152,7357.0,,,55.0,,,,10.0,
7301,44152,7357.0,,,55.0,,,,,
7302,44152,7357.0,,,55.0,,,,,
